City_ID,City,Lat,Lng,Max Temp,Current Description,Rain (inches),Snow (inches),Humidity,Cloudiness,Wind Speed,Country
286,Pori,61.4833,21.7833,32.07,light snow,0.0,0.36,100,100,11.5,FI
287,Paamiut,61.994,-49.6678,18.97,light snow,0.0,0.17,66,100,23.24,GL
288,Kahului,20.8947,-156.47,71.62,clear sky,0.0,0.0,71,0,10.36,US
289,Geraldton,-28.7667,114.6,74.12,clear sky,0.0,0.0,78,4,4.61,AU
290,Harper,4.375,-7.7169,84.65,light rain,0.33,0.0,67,82,10.71,LR
291,Ambon,-3.6954,128.1814,78.94,scattered clouds,0.0,0.0,89,40,5.75,ID
292,Burlington,39.8835,-74.6413,22.98,snow,0.0,0.75,91,100,8.99,US
293,Khor,47.8861,134.9464,-30.41,broken clouds,0.0,0.0,100,63,2.44,RU
294,Kargasok,59.0556,80.8572,-3.48,broken clouds,0.0,0.0,100,74,5.14,RU
295,Marawi,7.9986,124.2928,68.65,scattered clouds,0.0,0.0,95,48,1.19,PH
296,Batsfjord,70.6345,29.7185,19.62,snow,0.0,0.67,87,95,5.66,NO
297,Shimoda,34.6667,138.95,41.11,broken clouds,0.0,0.0,65,58,11.34,JP
298,Cidreira,-30.1811,-50.2056,74.64,scattered clouds,0.0,0.0,58,42,12.17,BR
299,Sinnamary,5.3833,-52.95,81.99,scattered clouds,0.0,0.0,66,43,6.82,GF
300,Bambanglipuro,-7.95,110.2833,77.38,moderate rain,3.16,0.0,89,100,3.38,ID
301,Dubrovnik,42.6481,18.0922,47.84,clear sky,0.0,0.0,23,0,5.75,HR
302,Aklavik,68.2191,-135.0107,-17.57,clear sky,0.0,0.0,69,0,3.44,CA
303,Bentiu,9.2333,29.8333,83.77,scattered clouds,0.0,0.0,12,38,5.23,SS
304,Antofagasta,-23.65,-70.4,71.22,scattered clouds,0.0,0.0,62,50,8.86,CL
305,Princeton,25.5384,-80.4089,56.01,broken clouds,0.0,0.0,51,75,23.02,US
306,Lorengau,-2.0226,147.2712,80.55,overcast clouds,0.0,0.0,80,100,10.38,PG
307,Kupang,-10.1667,123.5833,79.38,broken clouds,0.0,0.0,89,75,4.61,ID
308,Ajdabiya,30.7554,20.2263,56.34,scattered clouds,0.0,0.0,59,38,22.64,LY
309,Petropavlovsk-Kamchatskiy,53.0452,158.6483,21.79,light snow,0.0,0.12,100,100,2.24,RU
310,Nishihara,26.1842,127.7558,61.88,broken clouds,0.0,0.0,88,75,13.8,JP
311,Cervo,43.6702,-7.4101,53.19,clear sky,0.0,0.0,73,1,14.47,ES
312,Bexhill,-28.7667,153.35,71.4,mist,0.0,0.0,97,100,3.44,AU
313,Kasongo-Lunda,-6.4667,16.8167,83.21,overcast clouds,0.0,0.0,63,100,3.53,CD
314,Pacific Grove,36.6177,-121.9166,57.42,clear sky,0.0,0.0,51,0,1.01,US
315,Serebryanyy Bor,56.8,124.8,-7.02,overcast clouds,0.0,0.0,93,100,11.34,RU
316,Kavieng,-2.5744,150.7967,81.18,light rain,0.33,0.0,74,92,3.04,PG
317,Oktyabrskoye,43.0645,44.7417,30.34,few clouds,0.0,0.0,74,16,2.24,RU
318,Sobolevo,54.4299,31.8996,24.12,overcast clouds,0.0,0.0,88,100,8.16,RU
319,Christchurch,-43.5333,172.6333,60.91,overcast clouds,0.0,0.0,88,99,5.01,NZ
320,Nizhniy Kuranakh,58.8353,125.4869,-7.17,light snow,0.0,0.17,98,100,4.68,RU
321,Surt,31.2089,16.5887,59.34,broken clouds,0.0,0.0,67,57,26.19,LY
322,Novyy Urgal,51.0736,132.5642,-33.43,overcast clouds,0.0,0.0,100,88,1.54,RU
323,Ust-Omchug,61.15,149.6333,-5.31,overcast clouds,0.0,0.0,98,94,6.55,RU
324,Sfantu Gheorghe,45.8667,25.7833,18.27,overcast clouds,0.0,0.0,95,90,3.2,RO
325,Ambo,-10.1308,-76.2047,74.53,overcast clouds,0.0,0.0,50,99,3.94,PE
326,Itarema,-2.9248,-39.9167,83.37,overcast clouds,0.0,0.0,61,99,9.91,BR
327,Abaza,52.655,90.0928,5.32,overcast clouds,0.0,0.0,95,100,1.66,RU
328,Cayenne,4.9333,-52.3333,86.04,overcast clouds,0.0,0.0,71,100,4.0,GF
329,Nelson Bay,-32.7167,152.15,74.08,overcast clouds,0.0,0.0,84,93,1.99,AU
330,Qunduz,36.729,68.857,45.12,scattered clouds,0.0,0.0,71,31,3.94,AF
331,Baculin,7.4525,126.5842,76.3,few clouds,0.0,0.0,86,20,4.29,PH
332,Guangyuan,32.442,105.823,40.46,overcast clouds,0.0,0.0,87,88,3.31,CN
333,Da Lat,11.9465,108.4419,58.57,overcast clouds,0.0,0.0,94,92,0.58,VN
334,Tyrma,50.0833,132.1667,-29.78,broken clouds,0.0,0.0,100,61,1.43,RU
335,Prince Rupert,54.3161,-130.3201,42.89,light rain,0.0,0.0,81,100,21.85,CA
336,Barsovo,61.1667,73.1667,-2.07,overcast clouds,0.0,0.0,97,99,4.94,RU
337,Eureka,40.8021,-124.1637,39.81,clear sky,0.0,0.0,64,2,4.16,US
338,Bretcu,46.05,26.3,19.47,broken clouds,0.0,0.0,93,76,7.29,RO
339,Wairoa,-39.0333,177.3667,59.56,clear sky,0.0,0.0,91,5,1.99,NZ
340,Slave Lake,55.2834,-114.769,15.78,clear sky,0.0,0.0,86,0,2.3,CA
341,Port Hardy,50.6996,-127.4199,45.75,light rain,0.0,0.0,87,100,19.57,CA
342,Zhigansk,66.7697,123.3711,-20.51,overcast clouds,0.0,0.0,100,98,6.22,RU
343,Tarakan,3.3,117.6333,81.16,overcast clouds,0.0,0.0,76,100,6.85,ID
344,Havoysund,70.9963,24.6622,20.28,light snow,0.0,0.18,69,80,5.86,NO
345,Qitaihe,45.8,130.85,5.18,overcast clouds,0.0,0.0,88,95,11.5,CN
346,Rocha,-34.4833,-54.3333,79.5,few clouds,0.0,0.0,49,12,5.59,UY
347,Basco,20.4487,121.9702,74.59,overcast clouds,0.0,0.0,80,100,16.02,PH
348,Dire,12.2833,-10.9667,102.34,scattered clouds,0.0,0.0,8,48,2.17,ML
349,Haileybury,47.449,-79.6373,-12.42,few clouds,0.0,0.0,83,11,2.62,CA
350,College,64.8569,-147.8028,-7.94,scattered clouds,0.0,0.0,75,40,0.0,US
351,Hailar,49.2,119.7,-17.88,few clouds,0.0,0.0,99,21,5.12,CN
352,Hagere Hiywet,8.9833,37.85,65.35,scattered clouds,0.0,0.0,27,28,6.91,ET
353,Mayumba,-3.432,10.6554,79.75,overcast clouds,0.0,0.0,76,97,8.21,GA
354,Ust-Kut,56.7938,105.7672,-9.85,overcast clouds,0.0,0.0,100,100,1.66,RU
355,Teguise,29.0605,-13.564,62.82,haze,0.0,0.0,55,0,16.11,ES
356,Chokurdakh,70.6333,147.9167,-10.62,overcast clouds,0.0,0.0,83,100,3.85,RU
357,Moerai,-22.4333,-151.3333,79.23,light rain,0.8,0.0,75,6,9.04,PF
358,Makat,47.6469,53.3463,21.85,scattered clouds,0.0,0.0,87,48,8.08,KZ
359,Vershino-Darasunskiy,52.35,115.5167,-14.21,scattered clouds,0.0,0.0,99,28,4.18,RU
360,Victoria,22.2855,114.1577,64.26,overcast clouds,0.0,0.0,84,85,13.0,HK
361,Grindavik,63.8424,-22.4338,34.27,snow,0.0,0.85,86,75,11.5,IS
362,Asientos,22.2333,-102.1,50.07,clear sky,0.0,0.0,66,0,3.38,MX
363,Bijie,27.3125,105.2942,31.71,clear sky,0.0,0.0,94,9,3.38,CN
364,Leningradskiy,69.3833,178.4167,-3.21,broken clouds,0.0,0.0,84,84,4.52,RU
365,Buala,-8.145,159.5921,79.9,light rain,0.57,0.0,81,100,6.17,SB
366,Ailigandi,9.2333,-78.0167,80.85,broken clouds,0.0,0.0,70,60,13.22,PA
367,Coahuayana,18.7333,-103.6833,80.08,clear sky,0.0,0.0,45,2,0.78,MX
368,Dudinka,69.4058,86.1778,-2.38,overcast clouds,0.0,0.0,94,100,15.86,RU
369,Arrifes,37.7667,-25.7,61.23,few clouds,0.0,0.0,59,20,11.5,PT
370,La Ronge,55.1001,-105.2842,-6.21,overcast clouds,0.0,0.0,99,98,0.47,CA
371,Mahibadhoo,3.7833,72.9667,81.95,broken clouds,0.0,0.0,66,62,10.0,MV
372,Meulaboh,4.1363,96.1285,78.4,overcast clouds,0.0,0.0,87,91,1.01,ID
373,Wewak,-3.5534,143.6268,78.67,overcast clouds,0.0,0.0,85,95,10.74,PG
374,Altay,47.8667,88.1167,2.88,clear sky,0.0,0.0,52,4,7.74,CN
375,Luanda,-8.8368,13.2343,82.4,broken clouds,0.0,0.0,78,75,9.22,AO
376,Sao Felix Do Xingu,-6.6447,-51.995,74.95,overcast clouds,0.0,0.0,86,100,3.8,BR
377,Salalah,17.0151,54.0924,75.29,few clouds,0.0,0.0,69,20,5.75,OM
378,Mamakan,57.8161,114.0028,-27.9,overcast clouds,0.0,0.0,100,98,1.23,RU
379,Bonthe,7.5264,-12.505,83.86,scattered clouds,0.0,0.0,66,49,13.73,SL
380,Bomet,-0.7813,35.3416,64.71,overcast clouds,0.0,0.0,58,100,2.77,KE
381,Yerbogachen,61.2767,108.0108,-21.32,broken clouds,0.0,0.0,100,79,3.89,RU
382,Katobu,-4.9408,122.5276,76.32,overcast clouds,0.0,0.0,85,100,0.74,ID
383,Formosa,-26.1775,-58.1781,85.98,scattered clouds,0.0,0.0,42,40,11.5,AR
384,Gat,31.61,34.7642,55.4,scattered clouds,0.0,0.0,100,29,2.48,IL
385,Bathsheba,13.2167,-59.5167,83.01,scattered clouds,0.0,0.0,77,40,19.57,BB
386,Derzhavinsk,51.1,66.3167,18.14,overcast clouds,0.0,0.0,96,100,5.61,KZ
387,Fatehgarh,27.3667,79.6333,54.18,clear sky,0.0,0.0,64,0,7.76,IN
388,Port Angeles,48.1181,-123.4307,40.69,clear sky,0.0,0.0,93,0,0.0,US
389,Margate,51.3813,1.3862,56.7,overcast clouds,0.0,0.0,69,100,8.99,GB
390,San Clemente,33.427,-117.612,63.81,overcast clouds,0.0,0.0,30,100,1.01,US
391,Novoanninskiy,50.5287,42.6747,33.49,light snow,0.0,0.17,98,100,11.3,RU
392,Hovd,48.0056,91.6419,-11.69,clear sky,0.0,0.0,75,10,2.98,MN
393,Haines Junction,60.7522,-137.5108,13.95,overcast clouds,0.0,0.0,67,100,10.36,CA
394,Kamaishi,39.2667,141.8833,29.19,few clouds,0.0,0.0,71,16,9.35,JP
395,Ulagan,50.6321,87.9563,-8.52,scattered clouds,0.0,0.0,84,31,1.57,RU
396,Moba,33.2288,105.0179,24.85,few clouds,0.0,0.0,92,24,4.16,CN
397,Diffa,13.3154,12.6113,76.89,scattered clouds,0.0,0.0,10,30,15.08,NE
398,Bondoukou,8.0333,-2.8,97.0,clear sky,0.0,0.0,10,10,8.59,CI
399,Ler,8.3018,30.1418,85.51,clear sky,0.0,0.0,14,2,5.17,SS
400,Coquimbo,-29.9533,-71.3436,69.53,broken clouds,0.0,0.0,64,75,13.8,CL
401,Saurimo,-9.6608,20.3916,72.48,moderate rain,1.03,0.0,87,100,5.82,AO
402,Comodoro Rivadavia,-45.8667,-67.5,85.86,clear sky,0.0,0.0,11,0,19.57,AR
403,Cerro Largo,-28.1486,-54.7381,83.75,clear sky,0.0,0.0,33,5,7.9,BR
404,Saint-Augustin,51.226,-58.6502,1.47,overcast clouds,0.0,0.0,72,87,9.89,CA
405,Medvezhyegorsk,62.9167,34.4667,3.99,overcast clouds,0.0,0.0,100,94,5.84,RU
406,Palia Kalan,28.45,80.5833,53.94,clear sky,0.0,0.0,69,0,6.22,IN
407,Ancud,-41.8697,-73.8203,71.42,scattered clouds,0.0,0.0,57,30,8.41,CL
408,Suna,57.8338,50.0588,10.33,overcast clouds,0.0,0.0,99,99,5.73,RU
409,Plyussa,58.4308,29.3654,22.84,overcast clouds,0.0,0.0,91,100,10.31,RU
410,Ketchikan,55.3422,-131.6461,44.58,moderate rain,1.02,0.0,81,100,21.85,US
411,Trelew,-43.249,-65.3051,91.87,clear sky,0.0,0.0,7,3,10.58,AR
412,Diofior,14.1833,-16.6667,94.95,broken clouds,0.0,0.0,20,73,9.84,SN
413,Otradnoye,59.7775,30.8181,26.87,light snow,0.0,0.24,93,100,8.75,RU
414,Shingu,33.7333,135.9833,40.08,overcast clouds,0.0,0.0,74,100,6.13,JP
415,Qovlar,40.948,45.735,38.25,clear sky,0.0,0.0,46,9,5.21,AZ
416,Dakar,14.6937,-17.4441,83.28,clear sky,0.0,0.0,53,0,13.8,SN
417,Mount Gambier,-37.8333,140.7667,62.51,scattered clouds,0.0,0.0,77,26,10.36,AU
418,Sur,22.5667,59.5289,72.36,clear sky,0.0,0.0,55,7,0.63,OM
419,Itoman,26.1247,127.6694,62.62,broken clouds,0.0,0.0,88,75,13.8,JP
420,Caravelas,-17.7125,-39.2481,87.94,scattered clouds,0.0,0.0,56,40,10.69,BR
421,Tabas,33.5959,56.9244,49.53,clear sky,0.0,0.0,25,2,2.21,IR
422,Kaa-Khem,51.6833,94.7333,-20.94,scattered clouds,0.0,0.0,96,26,3.22,RU
423,Nancha,47.1333,129.2667,-2.04,broken clouds,0.0,0.0,98,66,3.33,CN
424,Gallup,35.5281,-108.7426,31.68,broken clouds,0.0,0.0,41,75,5.21,US
425,Nemuro,43.3236,145.575,20.52,few clouds,0.0,0.0,67,22,19.57,JP
426,Sidi Ali,36.0998,0.4206,58.95,clear sky,0.0,0.0,41,0,11.5,DZ
427,Maniitsoq,65.4167,-52.9,11.66,snow,0.0,0.88,80,100,26.02,GL
428,Cockburn Town,21.4612,-71.1419,80.56,scattered clouds,0.0,0.0,69,40,9.22,TC
429,Vao,-22.6667,167.4833,78.94,overcast clouds,0.0,0.0,86,100,13.15,NC
430,Banda Aceh,5.5577,95.3222,79.25,few clouds,0.0,0.0,84,21,8.72,ID
431,Orlik,52.5178,99.825,-22.74,clear sky,0.0,0.0,94,9,2.44,RU
432,Poum,-20.2333,164.0167,80.98,few clouds,0.0,0.0,81,16,14.94,NC
433,Remanso,-9.6179,-42.0831,70.56,moderate rain,2.73,0.0,93,100,3.02,BR
434,Kruisfontein,-34.0033,24.7314,76.89,clear sky,0.0,0.0,59,0,14.63,ZA
435,Honiara,-9.4333,159.95,78.04,overcast clouds,0.0,0.0,85,100,3.15,SB
436,Vanavara,60.34,102.2797,-2.04,overcast clouds,0.0,0.0,98,100,3.83,RU
437,Lasa,46.6166,10.7002,52.68,scattered clouds,0.0,0.0,79,34,8.23,IT
438,Coihueco,-36.6167,-71.8333,61.54,haze,0.0,0.0,88,100,5.75,CL
439,Statesville,35.7826,-80.8873,33.66,clear sky,0.0,0.0,41,0,1.99,US
440,Chicama,-7.8447,-79.1469,68.54,broken clouds,0.0,0.0,61,65,8.37,PE
441,Broken Hill,-31.95,141.4333,76.71,overcast clouds,0.0,0.0,53,100,9.22,AU
442,Benjamin Constant,-4.3831,-70.0311,86.13,few clouds,0.0,0.0,79,20,4.61,BR
443,Taltal,-25.4,-70.4833,68.58,clear sky,0.0,0.0,70,8,6.82,CL
444,Buraydah,26.326,43.975,63.05,clear sky,0.0,0.0,26,0,15.86,SA
445,Xiongzhou,25.1167,114.3,41.65,light rain,0.35,0.0,92,100,3.91,CN
446,Gamba,-2.65,10.0,80.19,broken clouds,0.0,0.0,75,60,10.51,GA
447,La Romana,18.4273,-68.9728,82.76,few clouds,0.0,0.0,74,20,0.0,DO
448,Iquitos,-3.7481,-73.2472,89.64,clear sky,0.0,0.0,55,0,6.91,PE
449,Bilibino,68.0546,166.4372,-5.24,overcast clouds,0.0,0.0,88,100,3.83,RU
450,Mlowo,-9.0,32.9833,63.7,moderate rain,2.44,0.0,92,100,1.95,TZ
451,Tazovskiy,67.4667,78.7,-15.99,broken clouds,0.0,0.0,100,78,6.31,RU
452,Lahaina,20.8783,-156.6825,71.6,clear sky,0.0,0.0,73,6,9.57,US
453,Alugan,12.2188,125.4808,78.6,overcast clouds,0.0,0.0,85,98,6.58,PH
454,Sao Joao Da Barra,-21.6403,-41.0511,91.49,overcast clouds,0.0,0.0,76,97,11.03,BR
455,Olga,43.7444,135.2892,8.22,clear sky,0.0,0.0,55,9,14.29,RU
456,Ilulissat,69.2167,-51.1,10.42,light shower snow,0.0,0.0,79,75,4.61,GL
457,Dunedin,-45.8742,170.5036,58.8,overcast clouds,0.0,0.0,85,100,2.75,NZ
458,Yunhe,34.0833,119.7167,31.91,light snow,0.0,0.49,60,100,2.71,CN
459,Nouadhibou,20.931,-17.0347,73.38,overcast clouds,0.0,0.0,31,96,12.66,MR
460,Hamilton,39.1834,-84.5333,20.19,haze,0.0,0.51,78,20,1.99,US
461,Veracruz,19.3333,-96.6667,64.87,overcast clouds,0.0,0.0,65,99,0.63,MX
462,Vammala,61.3333,22.9,32.7,snow,0.0,0.61,98,100,13.29,FI
463,Balclutha,-46.2339,169.75,54.07,overcast clouds,0.0,0.0,77,100,3.15,NZ
464,Preobrazheniye,42.9019,133.9064,10.9,scattered clouds,0.0,0.0,63,37,10.13,RU
465,Brae,60.3964,-1.353,40.91,broken clouds,0.0,0.0,80,79,49.64,GB
466,Kadyy,57.787,43.1903,12.74,overcast clouds,0.0,0.0,98,96,3.6,RU
467,Hwange,-18.3693,26.5019,74.1,light rain,1.0,0.0,90,90,3.09,ZW
468,Maceio,-9.6658,-35.7353,87.24,scattered clouds,0.0,0.0,62,40,10.36,BR
469,Coihaique,-45.5752,-72.0662,66.81,clear sky,0.0,0.0,27,0,10.36,CL
470,Sola,-13.8833,167.55,79.47,broken clouds,0.0,0.0,83,75,0.0,VU
471,Lovington,32.944,-103.3485,38.64,broken clouds,0.0,0.0,41,73,1.99,US
472,Sungaipenuh,-2.0833,101.3833,65.5,moderate rain,3.28,0.0,98,99,1.81,ID
473,Samarai,-10.6167,150.6667,78.84,heavy intensity rain,4.86,0.0,89,100,9.57,PG
474,Shahrud,36.4182,54.9763,34.3,scattered clouds,0.0,0.0,56,39,1.21,IR
475,Maldonado,-34.6667,-54.9167,78.19,clear sky,0.0,0.0,42,0,5.55,UY
476,Nara,34.6851,135.8049,42.08,overcast clouds,0.0,0.0,48,93,2.28,JP
477,Cordoba,-31.4135,-64.1811,87.42,clear sky,0.0,0.0,44,0,1.99,AR
478,Svetlyy,54.675,20.1347,33.96,overcast clouds,0.0,0.0,96,100,26.49,RU
479,Kendari,-3.945,122.4989,76.46,overcast clouds,0.0,0.0,89,97,2.3,ID
480,Canaries,28.0,-15.5,63.39,haze,0.0,0.0,49,15,21.85,ES
481,Jumla,29.2747,82.1838,33.58,clear sky,0.0,0.0,54,0,4.56,NP
482,Fare,-16.7,-151.0167,80.04,moderate rain,1.2,0.0,74,6,11.63,PF
483,Asau,46.4333,26.4,29.39,broken clouds,0.0,0.0,84,52,5.08,RO
484,Kokstad,-30.5472,29.4241,64.96,broken clouds,0.0,0.0,85,68,5.19,ZA
485,Brisbane,-27.4679,153.0281,73.58,few clouds,0.0,0.0,89,20,3.0,AU
486,Rauma,61.1272,21.5113,32.04,snow,0.0,1.81,97,100,16.04,FI
487,Fergus Falls,46.283,-96.0776,14.72,clear sky,0.0,0.0,82,0,6.91,US
488,Balaipungut,1.05,101.2833,81.01,overcast clouds,0.0,0.0,76,100,2.82,ID
489,Marostica,45.7468,11.6579,51.24,scattered clouds,0.0,0.0,58,26,1.41,IT
490,Mkushi,-13.6202,29.3939,70.03,light rain,0.15,0.0,91,100,1.59,ZM
491,Ust-Nera,64.5667,143.2,-8.46,overcast clouds,0.0,0.0,100,100,1.59,RU
492,Caraquet,47.7941,-64.9386,11.34,light snow,0.0,0.24,82,100,18.37,CA
493,Micheweni,-4.9667,39.8333,80.37,few clouds,0.0,0.0,75,12,10.74,TZ
494,Pandan,14.0453,124.1694,77.22,broken clouds,0.0,0.0,89,82,5.41,PH
495,La Palma,33.8464,-118.0467,63.18,broken clouds,0.0,0.0,27,75,0.0,US
496,Kyra,49.5776,111.9753,-7.53,clear sky,0.0,0.0,96,5,4.68,RU
497,Palmas De Monte Alto,-14.2672,-43.1619,81.36,overcast clouds,0.0,0.0,63,87,5.73,BR
498,Otane,-39.8833,176.6333,62.38,clear sky,0.0,0.0,82,0,2.46,NZ
499,Calama,-22.4667,-68.9333,70.29,clear sky,0.0,0.0,28,0,13.8,CL
500,Hofn,64.2539,-15.2082,27.84,clear sky,0.0,0.0,50,0,9.86,IS
501,Zagare,56.3592,23.25,32.76,light snow,0.0,0.21,97,100,21.56,LT
502,Banikoara,11.2985,2.4386,91.38,few clouds,0.0,0.0,10,11,9.13,BJ
503,Vanimo,-2.6741,141.3028,76.98,overcast clouds,0.0,0.0,89,100,5.37,PG
504,Emporia,38.4039,-96.1817,35.8,clear sky,0.0,0.0,51,0,9.22,US
505,Saint-Georges,12.0564,-61.7485,87.48,few clouds,0.0,0.0,55,20,11.5,GD
506,Bud,39.447,-86.1758,17.74,scattered clouds,0.0,0.0,77,26,4.45,US
507,Imbituba,-28.24,-48.6703,79.83,broken clouds,0.0,0.0,58,51,9.37,BR
508,Millau,44.0833,2.9167,46.0,clear sky,0.0,0.0,60,1,4.52,FR
509,Batagay-Alyta,67.8006,130.4114,-17.79,scattered clouds,0.0,0.0,94,31,5.55,RU
510,Williston,48.147,-103.618,29.91,broken clouds,0.0,0.0,75,59,5.12,US
511,Skjervoy,70.0311,20.9714,26.67,few clouds,0.0,0.0,70,12,21.5,NO
512,Brownwood,31.7093,-98.9912,53.55,clear sky,0.0,0.0,48,0,0.0,US
513,Bereda,43.2686,-7.5406,57.88,clear sky,0.0,0.0,92,1,3.71,ES
514,Kolondieba,11.0882,-6.8926,99.1,clear sky,0.0,0.0,8,5,6.98,ML
515,Dauriya,49.9333,116.8667,-18.72,few clouds,0.0,0.0,99,19,1.79,RU
516,Kangaatsiaq,68.3065,-53.4641,7.3,overcast clouds,0.0,0.0,80,98,17.29,GL
517,Erdenet,49.0333,104.0833,-9.72,few clouds,0.0,0.0,98,14,4.38,MN
518,Paita,-5.0892,-81.1144,79.36,overcast clouds,0.0,0.0,67,91,5.88,PE
519,Obidos,-1.9175,-55.5181,75.27,light rain,0.24,0.0,93,100,4.14,BR
520,Briancon,44.9,6.65,42.35,few clouds,0.0,0.0,77,11,5.77,FR
521,Ha Tinh,18.3333,105.9,71.83,overcast clouds,0.0,0.0,91,97,0.89,VN
522,San Andres,12.5847,-81.7006,82.42,few clouds,0.0,0.0,65,20,13.8,CO
523,Kamenskiy,50.8855,45.488,29.52,snow,0.0,0.65,94,100,12.39,RU
524,Tarut,26.5733,50.0369,62.58,few clouds,0.0,0.0,51,17,14.7,SA
525,Yablochnyy,47.1661,142.0661,3.15,overcast clouds,0.0,0.0,96,99,4.83,RU
526,Shahjahanpur,27.8833,79.9167,53.22,clear sky,0.0,0.0,65,0,8.03,IN
527,Pilar,-9.5972,-35.9567,85.93,overcast clouds,0.0,0.0,47,100,10.89,BR
528,Tamiahua,21.2667,-97.45,56.5,overcast clouds,0.0,0.0,76,100,10.8,MX
529,Dagua,3.6569,-76.6886,77.5,overcast clouds,0.0,0.0,94,100,2.95,CO
530,Milkovo,54.7167,158.6167,14.76,overcast clouds,0.0,0.0,97,100,0.34,RU
531,Te Anau,-45.4167,167.7167,55.65,moderate rain,2.73,0.0,85,100,3.76,NZ
532,Una,20.8167,71.0333,67.32,clear sky,0.0,0.0,45,0,6.04,IN
533,Finschhafen,-6.6024,147.8681,79.99,overcast clouds,0.0,0.0,84,98,6.24,PG
534,Buckeye,33.3703,-112.5838,59.77,clear sky,0.0,0.0,23,5,13.8,US
535,Vangaindrano,-23.35,47.6,75.33,clear sky,0.0,0.0,82,0,5.77,MG
536,Ust-Tsilma,65.441,52.1498,15.76,light snow,0.0,0.18,91,100,9.17,RU
537,Chupa,66.27,33.0549,16.3,overcast clouds,0.0,0.0,94,86,5.68,RU
538,Hearst,49.6835,-83.6665,-12.75,overcast clouds,0.0,0.0,90,95,3.42,CA
539,Kyren,51.6828,102.1408,-4.45,scattered clouds,0.0,0.0,90,48,1.45,RU
540,Jalingo,8.8833,11.3667,92.26,overcast clouds,0.0,0.0,11,98,9.35,NG
541,Huarmey,-10.0681,-78.1522,74.8,overcast clouds,0.0,0.0,73,96,10.16,PE
542,Parthenay,46.6667,-0.4167,41.92,few clouds,0.0,0.0,85,20,6.17,FR
543,Tuy Hoa,13.0833,109.3,72.68,overcast clouds,0.0,0.0,94,95,3.42,VN
544,Norman Wells,65.282,-126.8329,-27.36,light snow,0.0,0.0,68,75,4.61,CA
545,Bakaly,55.1789,53.8028,7.68,overcast clouds,0.0,0.0,95,93,4.14,RU
546,Nyurba,63.2842,118.3319,-19.82,few clouds,0.0,0.0,99,14,5.23,RU
547,Nuevitas,21.5453,-77.2644,78.24,few clouds,0.0,0.0,56,17,10.92,CU
548,Saint-Pierre,-21.3393,55.4781,80.28,broken clouds,0.0,0.0,78,75,13.8,RE
549,Pangody,65.85,74.4859,-10.12,overcast clouds,0.0,0.0,98,100,8.57,RU
550,Sabang,5.8933,95.3214,82.65,clear sky,0.0,0.0,72,7,9.69,ID
551,Sao Jose Da Coroa Grande,-8.8978,-35.1478,84.02,overcast clouds,0.0,0.0,64,92,9.89,BR
552,Mamallapuram,12.6264,80.1722,79.05,scattered clouds,0.0,0.0,74,40,11.52,IN
553,East Millcreek,40.7,-111.8105,33.69,few clouds,0.0,0.0,63,20,1.01,US
554,Pietarsaari,63.65,22.6833,32.47,light snow,0.0,0.34,98,100,11.99,FI
555,Weihe,32.9952,105.3247,31.41,broken clouds,0.0,0.0,94,66,3.15,CN
556,Outjo,-20.1167,16.15,82.65,overcast clouds,0.0,0.0,33,100,16.24,NA
557,Saint Anthony,45.0205,-93.218,18.25,clear sky,0.0,0.0,69,0,5.01,US
558,Naryan-Mar,67.6713,53.087,8.29,overcast clouds,0.0,0.0,94,99,12.17,RU
559,Poyarkovo,49.6,128.6833,-12.68,overcast clouds,0.0,0.0,100,100,2.28,RU
560,Namibe,-15.1961,12.1522,73.9,broken clouds,0.0,0.0,71,84,10.98,AO
561,Novikovo,51.1537,37.8879,28.18,snow,0.0,1.05,99,99,4.56,RU
562,Zeerust,-25.5369,26.0751,81.41,moderate rain,2.96,0.0,85,89,12.93,ZA
563,Banamba,13.55,-7.45,96.13,few clouds,0.0,0.0,8,11,11.05,ML
564,Natal,-5.795,-35.2094,84.85,few clouds,0.0,0.0,69,20,4.61,BR
565,Songkhla,6.8333,100.6667,77.05,clear sky,0.0,0.0,93,5,2.01,TH
566,Tura,25.5198,90.2201,54.05,clear sky,0.0,0.0,52,0,2.73,IN
567,Hualmay,-11.0964,-77.6139,73.62,overcast clouds,0.0,0.0,74,95,9.6,PE
568,Marystown,47.1666,-55.1483,37.85,overcast clouds,0.0,0.0,100,100,7.0,CA
569,Juban,12.8478,123.9878,76.12,scattered clouds,0.0,0.0,92,31,1.59,PH
570,Mount Pleasant,32.7941,-79.8626,42.19,broken clouds,0.0,0.0,73,75,5.01,US
571,Pombas,17.1503,-25.0201,73.18,overcast clouds,0.0,0.0,71,95,15.55,CV
572,Ternate,0.8,127.4,80.08,overcast clouds,0.0,0.0,81,99,5.7,ID
573,Orodara,10.9492,-4.9342,89.98,clear sky,0.0,0.0,9,6,8.93,BF
574,Tashtagol,52.7657,87.8894,3.18,overcast clouds,0.0,0.0,95,95,2.08,RU
575,Sembakung,3.8167,117.25,73.62,overcast clouds,0.0,0.0,98,100,0.51,ID
576,Avera,33.194,-82.5271,38.71,clear sky,0.0,0.0,35,2,16.37,US
577,Dzerzhinskiy,55.6286,37.8469,25.29,snow,0.0,2.37,99,94,2.46,RU
578,Olinda,-8.0089,-34.8553,82.13,light rain,0.75,0.0,69,75,4.61,BR
